ticker,fund_name,initial_date,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
FIDU,Fidelity MSCI Industrials Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07909822534103195,0.06675403827215654,-0.036437007971854785,0.20089052250367145,0.22237163217186762,-0.13849906854694405,0.3069011492011151,0.13717365864732445,0.20627231334020335,-0.08364193712946277,0.22623588261745065,-0.01959824876548777
FITE,SPDR S&P Kensho Future Security ETF ,2017-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0034954346690410087,-0.00531270299474107,0.3396111245402411,0.20375690436817306,0.14454889402862325,-0.17979079516514818,0.28481043879639123,-0.010173679349026243
FIVG,Defiance Next Gen Connectivity ETF,2019-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06811380571805015,0.2978296894375163,0.25677741479974614,-0.27263901327171725,0.21828591267993058,-0.005077111220554098
FJAN,FT Vest U.S. Equity Buffer ETF - January,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12582560698628775,-0.039601011090597216,0.21655466674123613,0.0055234093872005285
FJUL,FT Vest U.S. Equity Buffer ETF - July,2020-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08272127245293293,0.10801567002792378,-0.06247606691890162,0.2132695281936634,0.0022825858515422848
FJUN,FT Vest U.S. Equity Buffer ETF - June,2020-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11668303635646526,0.11473438308607786,-0.04947475217625774,0.22299178371236206,0.002264971022990281
FLCA,Franklin FTSE Canada ETF,2017-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024864890590462485,-0.15551826781233602,0.2842002540925479,0.06306526979075167,0.2867265349282455,-0.11929973861066556,0.14712424025127646,-0.013237136558007068
FLDZ,RiverNorth Patriot ETF,2022-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11728680955478943,0.12156579135386547,-0.013834437714033254
FLLV,Franklin U.S. Low Volatility ETF,2016-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00863418573051189,0.19656227525762082,-0.010299955501449132,0.3272332362994048,0.1233260860902583,0.233599180964442,-0.08538482895470001,0.1386657323064786,-1.7416046387663808e-4
FLMX,Franklin FTSE Mexico ETF,2017-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00921365588290246,-0.13321511468862823,0.12130759936782587,-0.03498112655228125,0.1958336360191546,0.02397045344747406,0.3934553792254749,-0.023407365062795393
FLOW,Global X Funds Global X U.S. Cash Flow Kings 100 ETF,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07922965376999613,-0.0033841184180570805
FLQL,Franklin U.S. Large Cap Multifactor Index ETF,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15039069063200872,-0.02795268387621397,0.2908827902521085,0.10671832307540519,0.2657933845868419,-0.14829565686230295,0.23580675891156644,0.008591781997571157
FLQM,Franklin U.S. Mid Cap Multifactor Index ETF,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10316656756207787,-0.04243278344166257,0.2856021740846586,0.15494846191425515,0.28758215358376527,-0.12953097110461453,0.174701636557836,-0.009765244343916901
FLQS,Franklin U.S. Small Cap Multifactor Index ETF,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07412435930739925,-0.058573100133122113,0.1833164924687185,0.10510463973190443,0.26586214715068635,-0.16875486748764912,0.20861194787114945,-0.035714271712313006
